genus,1062-MG,1082-MG,1202-MG,1313-MG,481-MG,482-MG,581-MG,640-MG,644A-MG,713-MG,726-MG,728-MG,729-MG,730-MG,731-MG,734-MG,741-MG,769-MG,778-MG,781-MG,809-MG,816-MG,817-MG,936-MG,total,superkingdom,kingdom,phylum,class,order,family,tax
Alkalibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,36,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Alkalibacterium
Atopostipes,8,0,0,0,0,0,50,0,0,0,6,17,0,0,0,24,0,0,0,0,0,29,55,0,189,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes
Dolosigranulum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Dolosigranulum
Granulicatella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella
Enterococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,956,0,112,0,1090,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus
Vagococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,639,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Vagococcus
Lactobacillus,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,67,214,0,0,0,329,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
Ligilactobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,44,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus
Lactococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,0,603,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
Streptococcus,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,309,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
Clostridium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,311,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium
Sinanaerobacter,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Sinanaerobacter
Gemmiger,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriales_Incertae_sedis,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Gemmiger
Anaerobutyricum,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerobutyricum
Blautia,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,40,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia
Mediterraneibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter
Oscillibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,13,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Oscillibacter
Ruminococcus,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus
Intestinibacter,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Intestinibacter
Paeniclostridium,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Paeniclostridium
Romboutsia,0,12,3,0,0,0,0,0,0,0,0,46,0,19,0,107,0,0,0,0,0,150,0,0,337,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Romboutsia
Veillonella,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,65,Bacteria,Bacteria_none,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella
Anaerococcus,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Bacteria,Bacteria_none,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Bacteria;Bacteria_none;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Anaerococcus
Nitrospira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,Bacteria,Bacteria_none,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Bacteria;Bacteria_none;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira
Aeoliella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,Bacteria,Bacteria_none,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Bacteria;Bacteria_none;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Aeoliella
Brevundimonas,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34,216,258,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas
Caulobacter,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,196,0,162,30,428,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter
Alsobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Alsobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Alsobacteraceae;Alsobacter
Aureimonas,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aureimonas
Bartonella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,111,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Bartonellaceae;Bartonella
Bosea,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Boseaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Boseaceae;Bosea
Devosia,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,43,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Devosia
Hyphomicrobium,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Hyphomicrobium
Pseudorhodoplanes,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiales_Incertae_sedis,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiales_Incertae_sedis;Pseudorhodoplanes
Methylobacterium,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,138,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium
Methylorubrum,0,0,0,0,0,0,0,23,86,0,1,0,0,22,0,0,35,0,0,0,0,0,0,0,167,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylorubrum
Microvirga,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,278,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Microvirga
Methylocystis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,21,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae;Methylocystis
Bradyrhizobium,10,0,13,0,0,0,0,22,0,0,0,27,51,0,0,0,0,27,0,57,0,5,86,0,298,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium
Phreatobacter,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phreatobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phreatobacteraceae;Phreatobacter
Mesorhizobium,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,57,0,0,117,0,0,0,196,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium
Phyllobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Phyllobacterium
Reyranella,20,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,49,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Reyranellaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Reyranellaceae;Reyranella
Pseudorhizobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,43,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Pseudorhizobium
Rhizobium,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,0,23,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium
Shinella,0,0,0,0,0,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Shinella
Pannonibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,54,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae;Pannonibacter
Asprobacter,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomonadales;Hyphomonadaceae;Asprobacter
Amaricoccus,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amaricoccus
Falsigemmobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Falsigemmobacter
Gemmobacter,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,98,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Gemmobacter
Mangrovicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Mangrovicoccus
Oceanicella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,18,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Oceanicella
Paenirhodobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paenirhodobacter
Paracoccus,10,0,0,0,0,118,0,738,47,0,0,0,12,0,0,38,32,54,0,0,0,23,212,7856,9140,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus
Roseitranquillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,45,0,0,0,0,57,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseitranquillus
Sedimentimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,92,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sedimentimonas
Thioclava,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thioclava
Rubellimicrobium,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Rubellimicrobium
Asaia,0,0,26,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,72,0,223,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Asaia
Dankookia,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Dankookia
Gluconobacter,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconobacter
Skermanella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,46,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Skermanella
Anaplasma,0,0,0,0,0,605,6480,0,5,0,0,1974,0,0,1,905,30,0,0,19,1,0,0,704,10724,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma
Altererythrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter
Qipengyuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Qipengyuania
Tsuneonella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63,0,66,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Tsuneonella
Novosphingobium,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,16,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium
Sphingobium,74,12,41,0,0,0,0,21,106,230,6,0,0,86,0,0,2,0,0,27,0,0,51,80,736,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium
Sphingomonas,177,60,148,0,0,1058,36,256,97,187,6,85,137,242,0,135,198,83,0,140,340,108,1060,487,5040,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
Sphingorhabdus,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus
Sphingoaurantiacus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,26,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingosinicellaceae;Sphingoaurantiacus
Sphingosinicella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingosinicellaceae;Sphingosinicella
Burkholderia,39,27,0,0,0,0,0,6,0,0,12,20,0,33,0,30,88,60,0,92,60,50,0,327,844,Bacteria,Bacteria_none,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia
Caenibaculum,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,5,3,0,0,4,2,1,16,0,36,Bacteria,Bacteria_none,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Caenibaculum
Cupriavidus,4,0,0,0,0,1,0,1,1,1,0,2,0,0,0,0,1,0,0,2,1,0,2,6,22,Bacteria,Bacteria_none,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus
Lautropia,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,34,2,0,0,0,0,0,0,38,Bacteria,Bacteria_none,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia
Limnobacter,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,64,Bacteria,Bacteria_none,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter
Paraburkholderia,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,1,4,8,2,29,Bacteria,Bacteria_none,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia
Ralstonia,544,122,397,0,0,985,82,251,462,1089,31,888,516,339,0,349,777,665,0,1264,798,1096,2521,2774,15950,Bacteria,Bacteria_none,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia
Aquabacterium,238,0,28,0,0,61,13,24,45,152,11,52,60,0,0,71,28,14,0,63,0,42,0,341,1243,Bacteria,Bacteria_none,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_Incertae_sedis,Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_Incertae_sedis;Aquabacterium
Aquariibacter,0,0,0,0,0,0,0,38,0,0,0,0,0,43,0,0,50,0,0,0,0,0,0,0,131,Bacteria,Bacteria_none,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_Incertae_sedis,Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_Incertae_sedis;Aquariibacter
